time_s,Fp1,Cz,O1
10.054688,-5.9487,-20.2439,-24.7529
10.062500,-2.7419,-26.0355,-15.3558
10.070312,-3.9263,-31.0800,-8.0082
10.078125,-1.5674,-33.5397,4.5058
10.085938,0.0400,-36.7878,18.6210
10.093750,-1.8173,-42.3410,22.5624
10.101562,-0.6387,-46.7799,18.4244
10.109375,-1.3613,-48.8105,9.5060
10.117188,-10.7922,-51.6236,-6.3798
10.125000,-17.9800,-56.7100,-24.3992
10.132812,-14.8775,-60.9270,-39.0868
10.140625,-8.5286,-63.0110,-45.6185
10.148438,-2.4044,-66.6418,-39.4734
10.156250,4.2804,-72.2928,-26.6375
10.164062,9.1966,-75.6914,-12.0538
10.171875,12.3070,-76.6540,3.5027
10.179688,12.2917,-77.4331,12.4641
10.187500,8.3662,-76.1299,16.8841
10.195312,6.8521,-72.9721,22.0242
10.203125,6.4616,-72.4522,15.0988
10.210938,0.1862,-73.1081,-3.3287
10.218750,-5.9499,-70.6984,-14.2751
10.226562,-7.7761,-67.7611,-21.3410
10.234375,-10.7301,-65.3616,-32.6142
10.242188,-10.0164,-61.4282,-33.7505
10.250000,-1.0444,-61.0810,-20.4366
10.257812,6.4131,-65.4090,-6.5738
10.265625,8.1664,-65.1860,4.2460
10.273438,10.7671,-61.6289,16.5361
10.281250,14.7807,-62.3740,25.8358
10.289062,13.9574,-61.8418,24.4112
10.296875,7.9402,-56.1277,14.1834
10.304688,3.8111,-52.6402,1.5515
10.312500,0.5109,-52.0029,-12.7895
10.320312,-8.5296,-48.7476,-27.3959
10.328125,-15.5325,-44.0516,-36.5584
10.335938,-13.5068,-40.7963,-37.6752
10.343750,-10.6505,-36.7499,-30.8236
10.351562,-7.5072,-29.8725,-18.5267
10.359375,-0.4022,-25.1098,-5.5949
10.367188,4.8157,-25.1202,6.2949
10.375000,10.2042,-21.0429,13.8327
10.382812,16.6945,-10.6204,12.6992
10.390625,12.5008,-3.3208,6.7442
10.398438,1.2539,2.1956,-1.3322
10.406250,-4.1060,10.0286,-13.6985
10.414062,-6.8224,12.7486,-25.6594
10.421875,-10.8566,11.4161,-30.1963
10.429688,-14.4003,14.3927,-25.5068
10.437500,-15.5127,19.8820,-15.8819
10.445312,-8.3335,25.4530,-9.8509
10.453125,0.3695,29.6287,-4.3848
10.460938,-2.1739,29.1787,8.7125
10.468750,-4.0286,29.7065,18.9025
10.476562,5.3305,33.2107,17.7106
10.484375,10.0087,32.1832,15.4307
10.492188,3.9801,30.4375,12.1524
10.500000,0.2991,33.3337,-1.6113
10.507812,0.5274,33.6086,-19.8115
10.515625,-3.9869,31.4207,-30.2380
10.523438,-12.2347,33.3292,-30.5078
10.531250,-15.2775,34.7041,-25.8936
10.539062,-11.5119,30.9735,-19.4797
10.546875,-6.8317,27.0692,-7.6791
10.554688,-1.0363,26.1665,7.3912
10.562500,6.3300,24.7149,17.0627
10.570312,6.7595,20.2985,20.5016
10.578125,-0.4801,16.6153,18.7128
10.585938,-4.2165,15.8303,9.8796
10.593750,-2.0642,14.4893,-2.0080
10.601562,-3.2102,10.9334,-12.3137
10.609375,-11.3982,5.8092,-18.9310
10.617188,-17.9873,0.8286,-20.5694
10.625000,-16.7491,-0.7315,-18.6959
10.632812,-15.2413,-1.6701,-9.3502
10.640625,-17.5973,-5.5568,8.3727
10.648438,-16.4639,-7.7372,20.5551
10.656250,-10.4959,-7.9558,24.3944
10.664062,-2.9201,-10.1735,28.4744
10.671875,5.9234,-12.1304,25.7677
10.679688,10.1551,-15.4459,14.9538
10.687500,5.4692,-22.2586,7.9355
10.695312,-4.1690,-26.4234,-0.4999
10.703125,-15.8113,-29.8471,-14.8361
10.710938,-24.1792,-38.0191,-20.8240
10.718750,-25.5824,-43.8282,-13.7441
10.726562,-27.9399,-44.1439,-0.6063
10.734375,-30.9528,-44.8117,12.3178
10.742188,-23.0224,-46.3773,18.4130
10.750000,-9.9083,-49.1844,22.3849
10.757812,-6.2180,-54.0759,29.8606
10.765625,-7.7782,-57.3260,29.2483
10.773438,-3.3168,-59.5870,18.9865
10.781250,3.5451,-62.7788,12.4342
10.789062,1.1933,-63.1841,5.7073
10.796875,-9.3305,-61.1227,-7.6683
10.804688,-15.6918,-60.8825,-15.7853
10.812500,-16.5021,-62.5764,-14.4422
10.820312,-20.4439,-64.7787,-11.5801
10.828125,-25.8814,-66.6142,-4.6392
10.835938,-24.6523,-67.4617,9.7880
10.843750,-17.8899,-67.7856,23.1240
10.851562,-13.0256,-67.5486,29.7775
10.859375,-10.9835,-66.8956,31.5858
10.867188,-6.1518,-66.7137,27.8283
10.875000,-0.5499,-66.7075,17.1905
10.882812,-1.2695,-65.9887,2.0084
10.890625,-3.7997,-64.1355,-10.4062
10.898438,-3.4798,-62.4702,-10.4935
10.906250,-7.6964,-62.8858,-3.6749
10.914062,-16.3129,-63.3862,-5.0074
10.921875,-19.9375,-61.8304,-6.5465
10.929688,-17.5686,-60.2410,7.2069
10.937500,-12.2576,-59.1540,23.7308
10.945312,-6.3690,-56.7050,29.1587
10.953125,-2.5496,-52.1897,30.5440
10.960938,1.7377,-46.2869,29.0505
10.968750,6.1310,-42.2772,20.4650
10.976562,5.3502,-41.3263,10.1452
10.984375,2.2132,-39.4114,-1.5226
10.992188,-1.5148,-35.5837,-15.8605
11.000000,-10.5936,-30.5201,-22.2087
11.007812,-20.0472,-22.2407,-15.6051
11.015625,-22.9768,-14.0515,-5.2731
11.023438,-23.3813,-10.0149,4.2821
11.031250,-23.8748,-7.2155,16.2928
11.039062,-23.0673,-5.2699,26.0049
11.046875,-19.8956,-5.3851,24.3946
11.054688,-11.2615,-3.5937,17.5437
11.062500,-0.6049,0.3607,15.2361
11.070312,3.4728,3.3016,9.3074
11.078125,2.8834,7.0456,-3.5089
11.085938,4.7272,13.2880,-8.2991
11.093750,8.0320,20.0610,-4.3692
11.101562,6.2201,24.9363,-3.5983
11.109375,-2.7595,26.1974,-2.7187
11.117188,-10.2694,25.0701,4.3060
11.125000,-10.6972,23.9500,15.1540
11.132812,-12.3168,22.9080,27.2274
11.140625,-15.5464,22.4007,34.1019
11.148438,-8.2738,24.0148,33.0879
11.156250,6.7126,27.9988,30.0688
11.164062,15.6209,31.8621,22.1866
11.171875,16.7530,32.0055,7.0007
11.179688,15.9082,30.3421,-2.7131
11.187500,15.2814,30.7668,-2.4149
11.195312,12.1601,30.0230,-1.3237
11.203125,4.0713,27.2032,1.4067
11.210938,-3.0804,27.6388,12.1005
11.218750,-4.3920,28.7738,25.3836
11.226562,-5.8229,25.8787,32.2745
11.234375,-9.5758,23.1896,33.3052
11.242188,-8.8869,22.3496,32.6494
11.250000,-1.8621,20.1801,27.7307
11.257812,5.9238,17.2620,16.8046
11.265625,9.1915,13.5862,5.9975
11.273438,9.7640,9.2665,-2.2989
11.281250,12.0454,7.6738,-9.9966
11.289062,11.4696,6.7362,-12.6332
11.296875,5.1013,2.4470,-7.0421
11.304688,0.7532,-1.6366,1.7938
11.312500,-1.9789,-3.8020,8.6288
11.320312,-9.2099,-7.9546,11.9451
11.328125,-14.1176,-12.9807,14.5403
11.335938,-11.7114,-15.5986,18.5050
11.343750,-6.7342,-17.1105,18.1427
11.351562,1.3247,-17.7839,10.3443
11.359375,10.9090,-17.1889,0.8063
11.367188,14.2070,-18.1905,-8.2858
11.375000,14.0586,-20.7829,-17.4160
11.382812,17.9830,-23.1018,-21.5552
11.390625,21.3293,-27.5533,-17.1805
11.398438,15.3478,-32.6622,-7.3393
11.406250,1.7233,-33.2203,2.2402
11.414062,-9.3812,-33.4560,8.2810
11.421875,-13.0460,-37.8753,13.1556
11.429688,-13.3781,-40.0426,17.6135
11.437500,-12.1930,-38.6191,15.8472
11.445312,-7.7043,-40.4897,5.6521
11.453125,-1.3801,-44.5625,-7.0999
11.460938,5.7737,-46.5717,-16.1460
11.468750,14.1598,-47.5841,-20.5606
11.476562,20.7826,-46.8577,-23.5507
11.484375,21.5779,-44.3421,-24.6396
11.492188,14.9094,-44.3381,-19.7731
11.500000,3.6562,-45.9693,-11.3627
11.507812,-5.7785,-45.5470,-4.4262
11.515625,-10.8875,-45.1789,1.0342
11.523438,-13.3568,-44.6365,4.1803
11.531250,-13.4120,-39.4869,3.4617
11.539062,-10.9346,-33.4640,-0.6658
11.546875,-7.3844,-33.3399,-9.6411
11.554688,-5.2797,-35.9018,-20.3607
11.562500,-4.2481,-36.5254,-25.3744
11.570312,1.3111,-36.5372,-27.0429
11.578125,9.3747,-34.7089,-29.0659
11.585938,8.9322,-30.4762,-25.0191
11.593750,2.2708,-29.4105,-15.1376
11.601562,-0.9769,-30.7255,-7.9354
11.609375,-6.4116,-27.5573,-1.9031
11.617188,-17.7121,-21.5230,5.0189
11.625000,-23.1751,-17.4551,3.5625
11.632812,-20.4971,-15.7055,-7.6262
11.640625,-18.8954,-17.0976,-16.6348
11.648438,-16.5278,-19.1658,-19.7286
11.656250,-8.6135,-16.3775,-21.4066
11.664062,-1.9725,-11.0225,-20.3817
11.671875,-0.8808,-7.9030,-16.7416
11.679688,-1.6410,-5.8794,-14.7080
11.687500,-4.4718,-3.6525,-10.4437
11.695312,-8.0495,-1.0767,-0.2041
11.703125,-7.9067,1.0763,8.7898
11.710938,-10.7768,-0.2503,12.4072
11.718750,-20.7046,-1.5586,13.2628
11.726562,-25.2387,3.9648,9.3335
11.734375,-22.1122,10.9113,-0.5363
11.742188,-20.8583,12.1230,-10.4090
11.750000,-17.5879,13.6133,-14.6030
11.757812,-10.4511,19.0738,-13.0123
11.765625,-7.8699,21.5288,-10.7831
11.773438,-6.5250,20.2621,-9.3993
11.781250,-4.7505,22.2029,-3.4190
11.789062,-11.6399,26.8382,5.4299
11.796875,-20.5246,28.9688,11.7919
11.804688,-20.7916,29.0336,17.4132
11.812500,-20.2803,28.2497,16.0965
11.820312,-21.9949,25.3192,3.1492
11.828125,-19.3604,22.5034,-3.8902
11.835938,-16.6524,22.3192,-1.1154
11.843750,-17.1569,22.9943,-8.4539
11.851562,-12.9070,24.2714,-19.9969
11.859375,-2.9942,25.6414,-17.2856
11.867188,2.9786,23.2168,-10.5400
11.875000,1.4304,18.8964,-7.7326
11.882812,-1.2254,17.8633,0.5928
11.890625,-1.4690,18.6082,10.9041
11.898438,-5.3195,19.8583,15.3921
11.906250,-14.9328,21.6026,16.5667
11.914062,-20.7824,18.8669,13.3706
11.921875,-18.6862,13.3795,5.5800
11.929688,-16.2307,12.9029,-0.3608
11.937500,-15.0474,13.3221,-2.9259
11.945312,-11.1126,9.1125,-4.3473
11.953125,-7.8448,6.7713,-5.4804
11.960938,-6.0916,8.4193,-6.6965
11.968750,-1.6673,8.9569,-6.2058
11.976562,0.5902,9.2743,-3.5958
11.984375,-0.7392,9.5567,-0.4786
11.992188,1.7795,5.7831,3.3867
12.000000,2.0391,0.4266,6.6626
12.007812,-6.2505,-2.4275,8.0549
12.015625,-11.9738,-5.4926,7.6568
12.023438,-13.9506,-10.1267,2.3078
12.031250,-19.7196,-13.3873,-6.1229
12.039062,-21.9817,-16.2252,-11.0340
12.046875,-16.0467,-21.1751,-13.8649
12.054688,-7.0431,-24.6605,-13.9053
12.062500,1.6416,-23.7974,-6.1789
12.070312,3.5417,-23.7859,2.1715
12.078125,0.4717,-28.1766,5.6632
12.085938,1.8112,-33.2524,10.0903
12.093750,0.6132,-36.4845,13.6308
12.101562,-7.0181,-37.6543,13.0552
12.109375,-10.7966,-36.8062,13.5715
12.117188,-13.8562,-37.7600,13.8694
12.125000,-19.3775,-41.7424,9.1500
12.132812,-19.5699,-43.4645,1.0634
12.140625,-18.2975,-43.1467,-6.6990
12.148438,-16.4063,-45.8786,-7.6342
12.156250,-7.0450,-48.6771,-0.0284
12.164062,0.2902,-46.2344,7.1887
12.171875,-0.0855,-41.2787,11.1769
12.179688,0.3076,-37.6107,15.5151
12.187500,0.1003,-35.2541,17.4097
12.195312,-4.0160,-36.3331,15.1602
12.203125,-9.7311,-40.9477,11.8910
12.210938,-15.8687,-40.6984,8.6034
12.218750,-16.6274,-33.5272,3.4623
12.226562,-13.0391,-30.0901,-3.2948
12.234375,-13.6030,-31.1240,-3.7945
12.242188,-14.3553,-28.4647,3.0262
12.250000,-12.2711,-26.7340,4.0869
12.257812,-10.2364,-27.7026,3.5750
12.265625,-3.2247,-21.1822,15.5823
12.273438,5.0693,-12.6406,25.9216
12.281250,6.4955,-13.8611,23.1618
12.289062,7.4528,-16.8229,20.7592
12.296875,8.3648,-14.6355,18.2951
12.304688,4.2979,-12.9115,10.6772
12.312500,1.2115,-12.5625,7.9021
12.320312,-1.1633,-13.2305,5.5645
12.328125,-5.2964,-15.5350,-3.7093
12.335938,-4.6674,-15.0827,-5.8277
12.343750,-2.2832,-12.4418,5.1594
12.351562,-3.6337,-10.9824,17.3608
12.359375,-2.4929,-8.0857,22.9782
12.367188,2.8873,-4.1335,23.2546
12.375000,6.6238,-1.1129,23.7341
12.382812,6.1350,2.2471,24.4649
12.390625,4.3711,2.9485,22.4322
12.398438,3.5429,0.6808,20.3971
12.406250,-2.1012,1.3997,14.9961
12.414062,-10.6011,4.1823,5.4006
12.421875,-10.3762,6.6551,3.5054
12.429688,-8.4719,11.8521,5.2522
12.437500,-13.1788,17.4416,2.5480
12.445312,-11.1660,19.2618,7.5881
12.453125,-0.7946,19.3701,17.1274
12.460938,7.1971,19.3389,18.9160
12.468750,14.3155,19.1320,24.1181
12.476562,17.5866,19.3800,32.6987
12.484375,12.9992,19.2019,32.0197
12.492188,9.9285,18.3546,27.3659
12.500000,10.4488,17.9267,18.9580
12.507812,9.8486,19.2754,6.7869
12.515625,8.1555,22.8754,5.2047
12.523438,3.5743,23.4160,8.4410
12.531250,0.6452,16.6704,7.1014
12.539062,6.0705,9.6420,14.4746
12.546875,13.8299,7.7451,26.7488
12.554688,18.3943,5.8239,28.3295
12.562500,19.3487,2.1276,26.1136
12.570312,17.9154,0.5678,26.7703
12.578125,20.4794,0.5134,25.5458
12.585938,22.7061,1.3749,20.2214
12.593750,16.5523,5.4629,13.0587
12.601562,12.0374,8.1702,11.2699
12.609375,11.1552,3.9928,12.1981
12.617188,3.1803,0.4976,7.5079
12.625000,-3.8400,4.7144,8.5121
12.632812,-1.5291,8.8521,18.9953
12.640625,2.1016,7.4417,22.3937
12.648438,6.9832,4.7043,22.7704
12.656250,15.4338,0.5282,29.9894
12.664062,18.4563,-4.5105,31.5787
12.671875,13.7499,-4.4439,24.6489
12.679688,10.3997,-2.2932,19.1536
12.687500,12.4697,-4.1182,12.5353
12.695312,14.3902,-6.5562,1.0543
12.703125,10.8303,-9.4011,-7.8521
12.710938,2.2649,-16.5416,-6.9440
12.718750,-6.2146,-23.0948,-2.2989
12.726562,-4.1291,-25.0373,-2.7795
12.734375,10.3176,-26.5422,-0.9187
12.742188,20.9766,-28.3230,7.2916
12.750000,22.4135,-29.1926,12.7831
12.757812,24.5082,-33.0039,19.5300
12.765625,25.4857,-38.5082,28.3780
12.773438,24.6134,-38.8781,27.1329
12.781250,27.5361,-36.7958,22.8303
12.789062,26.7939,-38.1247,20.2653
12.796875,21.4961,-38.0751,8.2450
12.804688,19.8273,-35.1302,-1.1351
12.812500,15.8936,-36.0624,3.2881
12.820312,10.6325,-36.9628,7.3583
12.828125,12.2855,-32.7154,9.7133
12.835938,13.2396,-32.3710,11.6678
12.843750,12.3814,-36.5040,5.9367
12.851562,15.6961,-35.0153,3.8622
12.859375,17.2094,-32.4202,9.2952
12.867188,17.5128,-34.9038,9.6989
12.875000,18.8164,-35.5444,8.1829
12.882812,16.4227,-33.7814,3.4143
12.890625,17.5007,-34.5679,-9.0969
12.898438,21.4776,-34.4549,-12.9122
12.906250,16.1769,-31.2258,-7.3277
12.914062,8.8706,-27.4982,-5.9654
12.921875,5.7483,-24.3815,-2.2022
12.929688,3.1020,-23.7343,4.0554
12.937500,8.4929,-25.8993,6.0392
12.945312,15.9855,-27.7909,11.4283
12.953125,12.7016,-27.3855,15.7087
12.960938,11.6448,-23.4418,12.2026
12.968750,17.5236,-17.1909,11.3284
12.976562,17.7028,-12.0391,8.3642
12.984375,16.7268,-7.7877,-3.7911
12.992188,20.1141,-5.6202,-8.9461
13.000000,22.2928,-7.7306,-3.1655
13.007812,22.5925,-8.4221,0.3064
13.015625,20.1113,-6.3459,0.5256
13.023438,15.6256,-8.3587,2.9781
13.031250,13.7445,-9.7683,8.7682
13.039062,13.9961,-4.7616,14.1561
13.046875,17.1915,-3.1027,15.3772
13.054688,20.2156,-6.2312,16.5918
13.062500,16.7017,-3.1062,15.8235
13.070312,15.8277,2.6703,6.7273
13.078125,19.9885,2.2628,0.0531
13.085938,15.1330,0.6793,1.0389
13.093750,6.1866,2.2421,-1.4840
13.101562,3.0969,4.5840,-2.9087
13.109375,-1.3403,7.7173,3.7021
13.117188,-5.2898,10.1014,8.9163
13.125000,-2.9562,9.2617,15.7607
13.132812,-0.5063,7.6174,29.2302
13.140625,1.4178,6.0796,34.4426
13.148438,4.3035,3.5388,29.7013
13.156250,4.6164,2.5866,26.3733
13.164062,4.4643,3.3798,19.9754
13.171875,4.8894,2.3238,11.7975
13.179688,3.7783,1.0301,10.0694
13.187500,3.1415,3.3578,3.6668
13.195312,3.8472,6.9220,-6.1835
13.203125,5.5144,7.2340,2.3736
13.210938,5.7826,5.5809,19.4064
13.218750,2.5976,6.6979,21.5462
13.226562,3.4178,10.1368,19.9156
13.234375,7.3680,10.7097,24.6963
13.242188,3.4294,8.6937,24.4660
13.250000,0.6972,9.1223,20.2617
13.257812,7.6523,10.6575,16.5680
13.265625,10.0892,8.6801,5.8880
13.273438,8.0077,6.0529,-6.6717
13.281250,12.6423,7.4890,-8.7551
13.289062,15.9553,10.2588,-4.8925
13.296875,11.9618,10.0129,-3.9665
13.304688,6.4520,7.2377,-2.1931
13.312500,2.4508,4.1007,8.3467
13.320312,4.3827,1.4107,22.7440
13.328125,8.7231,-1.7592,27.3382
13.335938,4.7539,-5.6892,22.7246
13.343750,0.0199,-7.1880,18.8598
13.351562,3.2509,-5.5988,15.0803
13.359375,5.0953,-5.7507,9.6431
13.367188,5.6264,-8.4224,5.0108
13.375000,11.8604,-10.7644,0.2105
13.382812,14.3208,-13.8881,-1.2888
13.390625,8.5406,-17.7467,3.2909
13.398438,4.0449,-20.4366,8.0597
13.406250,-1.0348,-22.8631,13.6357
13.414062,-10.5566,-23.7376,21.8376
13.421875,-12.4693,-23.2480,24.6927
13.429688,-4.1437,-26.4256,21.7266
13.437500,-0.8593,-30.4372,17.9402
13.445312,-4.0546,-30.4838,11.0294
13.453125,-1.8659,-32.1948,2.6961
13.460938,4.5845,-36.7088,-2.9555
13.468750,9.6514,-38.9960,-7.1035
13.476562,14.5026,-41.8122,-7.4015
13.484375,15.5504,-45.7842,-2.0697
13.492188,11.0775,-46.2231,5.8493
13.500000,8.3899,-44.6397,16.4791
13.507812,6.0531,-42.6845,28.0156
13.515625,-1.9287,-40.5198,35.3956
13.523438,-8.1800,-41.8527,37.7358
13.531250,-7.3329,-44.7593,34.0068
13.539062,-6.1160,-44.4051,24.3484
13.546875,-5.1944,-42.8691,13.7165
13.554688,-0.5744,-42.2621,3.8763
13.562500,3.3622,-42.4612,-4.3031
13.570312,4.4486,-43.1704,-6.4234
13.578125,7.5679,-41.4679,-2.7216
13.585938,10.7012,-38.0162,2.5455
13.593750,7.6943,-36.3611,8.4609
13.601562,1.8699,-34.8215,16.7777
13.609375,0.5486,-31.9362,26.5200
13.617188,3.4001,-28.9065,30.9001
13.625000,4.4978,-25.8677,26.5470
13.632812,1.8812,-23.4822,19.1904
13.640625,0.7743,-20.1573,11.3880
13.648438,3.2591,-15.1860,2.6162
13.656250,3.7387,-13.0100,-1.9689
13.664062,3.3914,-11.9274,-1.5733
13.671875,8.5201,-8.2780,-0.4804
13.679688,12.3462,-7.0095,4.3945
13.687500,7.5470,-6.2812,14.9113
13.695312,1.8983,0.3716,23.1798
13.703125,-1.2655,6.2075,24.4687
13.710938,-5.8881,6.2966,22.5611
13.718750,-6.4451,6.4849,18.9799
13.726562,-3.7933,9.0802,10.2128
13.734375,-9.7367,14.1348,-2.1132
13.742188,-16.2844,19.6935,-11.3214
13.750000,-7.0554,19.7441,-17.1302
13.757812,6.8512,17.4523,-21.4784
13.765625,8.5027,19.2838,-21.0961
13.773438,4.6470,21.6062,-15.6929
13.781250,4.6223,22.6717,-5.9832
13.789062,5.2788,24.3755,10.4337
13.796875,4.0302,23.9731,25.7239
13.804688,1.2181,23.3349,28.3408
13.812500,-1.9860,26.4559,22.9520
13.820312,-2.1937,29.1882,18.4566
13.828125,-1.0619,29.7219,13.2856
13.835938,-2.1995,30.9773,5.7018
13.843750,-1.1306,31.0746,-1.2124
13.851562,4.5351,29.1652,-5.5554
13.859375,9.3759,27.3518,-7.8177
13.867188,12.3470,24.8297,-7.7918
13.875000,14.9376,24.4783,-2.0313
13.882812,14.7851,28.7159,10.7836
13.890625,12.7090,28.7363,23.2065
13.898438,10.9137,22.9150,27.2837
13.906250,8.6498,23.7199,25.4173
13.914062,8.8475,30.1056,23.4225
13.921875,12.3082,31.2215,19.1510
13.929688,10.8079,29.5147,9.4458
13.937500,4.3883,26.6616,-1.0064
13.945312,5.4851,18.7368,-10.9889
13.953125,14.8412,12.1424,-24.2988
13.960938,21.6169,10.4470,-31.9873
13.968750,25.0463,8.1604,-22.2317
13.976562,27.0946,5.0497,-3.1157
13.984375,22.9555,0.0521,11.2913
13.992188,18.0089,-5.9522,19.1310
14.000000,20.6481,-5.2087,22.0024
14.007812,22.3800,-4.8828,18.1163
14.015625,19.5832,-13.7616,7.6472
14.023438,22.3070,-19.4905,-3.0394
14.031250,26.5413,-20.2114,-7.9573
14.039062,24.0856,-26.1827,-10.7202
14.046875,23.5008,-29.5340,-13.8657
14.054688,29.2834,-27.4215,-10.9903
14.062500,34.0428,-30.5751,-1.8720
14.070312,32.5923,-34.4602,8.4085
14.078125,24.6219,-33.2259,19.2258
14.085938,19.2791,-33.4850,25.0473
14.093750,23.4131,-36.3666,22.2202
14.101562,24.5589,-39.8064,19.1017
14.109375,15.9572,-43.1434,16.4741
14.117188,8.2721,-44.2185,8.5015
14.125000,3.8204,-46.1408,1.3082
14.132812,-0.0943,-49.5868,-2.4711
14.140625,-0.2166,-49.9933,-10.0110
14.148438,4.0091,-50.2720,-16.1025
14.156250,13.3605,-52.6858,-10.0165
14.164062,23.3275,-54.6036,3.9739
14.171875,23.5630,-57.4670,17.0165
14.179688,20.6617,-59.1596,28.1367
14.187500,21.8404,-57.2931,35.0276
14.195312,16.6968,-58.0564,30.9442
14.203125,9.1459,-61.2754,17.8374
14.210938,10.0246,-60.3274,5.4749
14.218750,8.8322,-56.3101,-5.5838
14.226562,3.0821,-53.0832,-19.6028
14.234375,3.1771,-51.9250,-29.4847
14.242188,4.4172,-51.1648,-26.7838
14.250000,3.4004,-48.0680,-16.1552
14.257812,5.5257,-45.0665,-6.3774
14.265625,9.1912,-42.3527,1.5037
14.273438,14.9659,-36.9954,11.5673
14.281250,21.2502,-33.2356,21.5871
14.289062,18.1482,-31.3099,22.6462
14.296875,11.1398,-27.3365,15.4162
14.304688,11.5538,-26.2138,8.6016
14.312500,11.7527,-25.9010,0.8740
14.320312,6.3425,-20.6688,-10.1438
14.328125,4.1182,-19.3780,-14.9007
14.335938,7.1892,-21.9316,-9.0569
14.343750,9.9488,-18.1391,-0.7698
14.351562,13.1711,-14.1864,4.6976
14.359375,21.2875,-12.7576,9.0430
14.367188,30.1521,-5.7550,15.9910
14.375000,31.4167,1.2134,24.8786
14.382812,27.1272,3.4371,25.9584
14.390625,22.5019,6.5193,16.3103
14.398438,17.3450,8.3098,7.3849
14.406250,14.4191,8.2344,1.0619
14.414062,12.6552,11.7243,-9.4438
14.421875,7.2523,16.1166,-17.0806
14.429688,5.6498,18.6053,-16.6283
14.437500,9.5879,21.3008,-14.2157
14.445312,9.0288,24.1127,-5.4066
14.453125,10.5378,27.1483,11.9824
14.460938,19.4464,29.8887,23.5314
14.468750,22.8116,31.9993,26.8805
14.476562,21.8144,35.0707,29.9030
14.484375,21.4703,36.2046,28.3412
14.492188,11.3998,36.5163,21.3292
14.500000,-1.7050,42.2679,11.7355
14.507812,-3.3704,45.4397,-4.9141
14.515625,-1.2813,38.8640,-20.5447
14.523438,-1.8531,35.1189,-23.8893
14.531250,-3.5266,38.4737,-22.5226
14.539062,-6.4907,38.6180,-17.8202
14.546875,-3.6789,36.9020,-2.5619
14.554688,2.2256,38.9098,14.9369
14.562500,1.1241,40.6220,27.2366
14.570312,2.5921,39.8344,33.7968
14.578125,6.8712,39.2405,26.5290
14.585938,-1.3222,39.2243,8.5115
14.593750,-10.6985,36.7856,-4.8440
14.601562,-9.4025,30.6129,-12.4507
14.609375,-10.0123,26.3934,-17.4569
14.617188,-12.4753,27.0052,-15.2185
14.625000,-11.7719,24.8128,-9.3780
14.632812,-14.6714,18.1589,-5.6286
14.640625,-15.5098,14.8446,2.6006
14.648438,-9.7014,14.0036,17.0756
14.656250,-4.6992,10.0533,27.4708
14.664062,3.0977,5.2143,32.2809
14.671875,13.6201,1.3776,34.6500
14.679688,17.5396,-3.2524,25.0656
14.687500,19.4014,-7.6517,5.2526
14.695312,20.7894,-11.5644,-5.8857
14.703125,16.1375,-16.7789,-13.0665
14.710938,13.0646,-21.5953,-27.7867
14.718750,11.1468,-24.0662,-30.0175
14.726562,1.3418,-25.7911,-12.8900
14.734375,-3.9488,-28.2674,0.6122
14.742188,5.0922,-31.7657,9.9505
14.750000,14.0299,-35.4924,24.9397
14.757812,16.2650,-37.9418,33.9970
14.765625,21.4801,-41.0476,31.1699
14.773438,30.0929,-46.8128,22.0255
14.781250,32.4973,-50.6542,10.3324
14.789062,28.2776,-50.0770,1.7165
14.796875,23.6110,-50.5851,-6.5263
14.804688,16.5993,-53.5373,-18.5036
14.812500,8.0573,-54.8971,-24.5063
14.820312,5.7454,-56.5036,-20.0285
14.828125,5.3904,-60.0843,-6.8603
14.835938,4.1194,-60.4320,13.1540
14.843750,9.8243,-57.7108,25.1171
14.851562,14.0310,-58.2453,25.6082
14.859375,11.3863,-60.0878,28.1552
14.867188,19.0203,-58.4854,23.7449
14.875000,30.5690,-57.8452,5.8795
14.882812,25.3406,-61.0361,-5.7113
14.890625,15.5149,-61.8908,-11.9014
14.898438,14.4389,-58.3235,-23.7535
14.906250,14.3413,-56.5974,-26.7370
14.914062,12.2488,-59.4385,-16.7851
14.921875,7.1640,-61.8598,-7.2462
14.929688,0.8306,-58.9721,2.5093
14.937500,2.0132,-52.0890,13.7391
14.945312,7.2651,-46.0907,20.4826
14.953125,12.2356,-42.9426,22.5758
14.960938,21.4612,-40.1324,19.3014
14.968750,28.6995,-34.6685,9.3981
14.976562,29.3199,-27.1402,-3.9722
14.984375,28.4585,-20.4754,-16.8362
14.992188,24.5013,-15.3156,-22.9954
15.000000,19.7930,-11.2476,-20.7773
15.007812,17.7495,-8.6279,-15.7722
15.015625,10.3775,-5.1116,-8.2706
15.023438,1.8437,-0.1994,3.3285
15.031250,2.7533,1.7834,16.0747
15.039062,5.7567,3.1676,26.6684
15.046875,5.8873,9.4881,29.1436
15.054688,9.0801,15.7158,22.8656
15.062500,15.8748,17.8808,15.5900
15.070312,21.3616,21.4414,5.0330
15.078125,20.5888,26.7236,-11.6303
15.085938,18.2744,28.8836,-21.7484
15.093750,19.5683,28.1889,-20.3048
15.101562,13.0598,28.0628,-16.2434
15.109375,1.4238,31.6291,-11.0987
15.117188,2.1217,37.0287,0.0916
15.125000,4.2945,37.9972,15.6823
15.132812,-1.4746,35.6821,23.2799
15.140625,-1.4214,35.9423,16.1432
15.148438,-0.2308,38.4022,10.8125
