start_time,end_time,step_count
2026-08-16 09:30:00.000,2026-08-16 09:40:00.000,0
2026-08-16 09:40:00.000,2026-08-16 09:50:00.000,0
2026-08-16 09:50:00.000,2026-08-16 10:00:00.000,0
2026-08-16 10:00:00.000,2026-08-16 10:10:00.000,0
2026-08-16 10:10:00.000,2026-08-16 10:20:00.000,0
2026-08-16 10:20:00.000,2026-08-16 10:30:00.000,0
2026-08-16 10:30:00.000,2026-08-16 10:40:00.000,0
2026-08-16 10:40:00.000,2026-08-16 10:50:00.000,0
2026-08-16 10:50:00.000,2026-08-16 11:00:00.000,0
2026-08-16 11:00:00.000,2026-08-16 11:10:00.000,0
2026-08-16 11:10:00.000,2026-08-16 11:20:00.000,0
2026-08-16 11:20:00.000,2026-08-16 11:30:00.000,0
2026-08-16 11:30:00.000,2026-08-16 11:40:00.000,0
2026-08-16 11:40:00.000,2026-08-16 11:50:00.000,93
2026-08-16 11:50:00.000,2026-08-16 12:00:00.000,86
2026-08-16 12:00:00.000,2026-08-16 12:10:00.000,344
2026-08-16 12:10:00.000,2026-08-16 12:20:00.000,302
2026-08-16 12:20:00.000,2026-08-16 12:30:00.000,418
2026-08-16 12:30:00.000,2026-08-16 12:40:00.000,281
2026-08-16 12:40:00.000,2026-08-16 12:50:00.000,384
2026-08-16 12:50:00.000,2026-08-16 13:00:00.000,329
2026-08-16 13:00:00.000,2026-08-16 13:10:00.000,151
2026-08-16 13:10:00.000,2026-08-16 13:20:00.000,115
2026-08-16 13:20:00.000,2026-08-16 13:30:00.000,122
2026-08-16 13:30:00.000,2026-08-16 13:40:00.000,88
2026-08-16 13:40:00.000,2026-08-16 13:50:00.000,49
2026-08-16 13:50:00.000,2026-08-16 14:00:00.000,55
2026-08-16 14:00:00.000,2026-08-16 14:10:00.000,94
2026-08-16 14:10:00.000,2026-08-16 14:20:00.000,78
2026-08-16 14:20:00.000,2026-08-16 14:30:00.000,120
2026-08-16 14:30:00.000,2026-08-16 14:40:00.000,94
2026-08-16 14:40:00.000,2026-08-16 14:50:00.000,140
2026-08-16 14:50:00.000,2026-08-16 15:00:00.000,32
2026-08-16 15:00:00.000,2026-08-16 15:10:00.000,148
2026-08-16 15:10:00.000,2026-08-16 15:20:00.000,40
2026-08-16 15:20:00.000,2026-08-16 15:30:00.000,46
2026-08-16 15:30:00.000,2026-08-16 15:40:00.000,80
2026-08-16 15:40:00.000,2026-08-16 15:50:00.000,78
2026-08-16 15:50:00.000,2026-08-16 16:00:00.000,53
2026-08-16 16:00:00.000,2026-08-16 16:10:00.000,58
2026-08-16 16:10:00.000,2026-08-16 16:20:00.000,50
2026-08-16 16:20:00.000,2026-08-16 16:30:00.000,68
2026-08-16 16:30:00.000,2026-08-16 16:40:00.000,57
2026-08-16 16:40:00.000,2026-08-16 16:50:00.000,43
2026-08-16 16:50:00.000,2026-08-16 17:00:00.000,128
2026-08-16 17:00:00.000,2026-08-16 17:10:00.000,156
2026-08-16 17:10:00.000,2026-08-16 17:20:00.000,92
2026-08-16 17:20:00.000,2026-08-16 17:30:00.000,36
2026-08-16 17:30:00.000,2026-08-16 17:40:00.000,151
2026-08-16 17:40:00.000,2026-08-16 17:50:00.000,75
2026-08-16 17:50:00.000,2026-08-16 18:00:00.000,112
2026-08-16 18:00:00.000,2026-08-16 18:10:00.000,117
2026-08-16 18:10:00.000,2026-08-16 18:20:00.000,130
2026-08-16 18:20:00.000,2026-08-16 18:30:00.000,35
2026-08-16 18:30:00.000,2026-08-16 18:40:00.000,620
2026-08-16 18:40:00.000,2026-08-16 18:50:00.000,580
2026-08-16 18:50:00.000,2026-08-16 19:00:00.000,388
2026-08-16 19:00:00.000,2026-08-16 19:10:00.000,659
2026-08-16 19:10:00.000,2026-08-16 19:20:00.000,378
2026-08-16 19:20:00.000,2026-08-16 19:30:00.000,532
2026-08-16 19:30:00.000,2026-08-16 19:40:00.000,19
2026-08-16 19:40:00.000,2026-08-16 19:50:00.000,30
2026-08-16 19:50:00.000,2026-08-16 20:00:00.000,91
2026-08-16 20:00:00.000,2026-08-16 20:10:00.000,156
2026-08-16 20:10:00.000,2026-08-16 20:20:00.000,39
2026-08-16 20:20:00.000,2026-08-16 20:30:00.000,128
2026-08-16 20:30:00.000,2026-08-16 20:40:00.000,81
2026-08-16 20:40:00.000,2026-08-16 20:50:00.000,111
2026-08-16 20:50:00.000,2026-08-16 21:00:00.000,137
2026-08-16 21:00:00.000,2026-08-16 21:10:00.000,56
2026-08-16 21:10:00.000,2026-08-16 21:20:00.000,103
2026-08-16 21:20:00.000,2026-08-16 21:30:00.000,38
2026-08-16 21:30:00.000,2026-08-16 21:40:00.000,42
2026-08-16 21:40:00.000,2026-08-16 21:50:00.000,121
2026-08-16 21:50:00.000,2026-08-16 22:00:00.000,150
2026-08-16 22:00:00.000,2026-08-16 22:10:00.000,103
2026-08-16 22:10:00.000,2026-08-16 22:20:00.000,123
2026-08-16 22:20:00.000,2026-08-16 22:30:00.000,118
2026-08-16 22:30:00.000,2026-08-16 22:40:00.000,122
2026-08-16 22:40:00.000,2026-08-16 22:50:00.000,77
2026-08-16 22:50:00.000,2026-08-16 23:00:00.000,109
2026-08-16 23:00:00.000,2026-08-16 23:10:00.000,14
2026-08-16 23:10:00.000,2026-08-16 23:20:00.000,10
2026-08-16 23:20:00.000,2026-08-16 23:30:00.000,2
2026-08-16 23:30:00.000,2026-08-16 23:40:00.000,14
2026-08-16 23:40:00.000,2026-08-16 23:50:00.000,7
2026-08-16 23:50:00.000,2026-08-17 00:00:00.000,16
